Timestamp,OAT,Success,Quote,Observations,Regular_Quote,Difference
1640467880,193202,true,4071582654,28,4113734558,42151904
1640467904,193200,true,4072397012,28,4114145931,41748919
1640468343,193198,true,4073211532,28,4119085623,45874091
1640468501,193197,true,4073618853,28,4120321472,46702619
1640468555,193195,true,4074433617,28,4120321472,45887855
1640469487,193192,true,4075656070,28,4125681105,50025035
1640469992,193190,true,4076471242,28,4127744358,51273116
1640470329,193189,true,4076878889,28,4128569948,51691059
1640470388,193187,true,4077694305,28,4128569948,50875643
1640470407,193185,true,4078509885,28,4128157132,49647247
1640471017,193183,true,4079325628,28,4124856092,45530464
1640471161,193183,true,4079325628,28,4123618883,44293255
1640471169,193181,true,4080141534,28,4123618883,43477349
1640471842,193180,true,4080549548,28,4117438400,36888852
1640471866,193178,true,4081365699,28,4117438400,36072701
1640471958,193177,true,4081773835,28,4116203416,34429581
1640472052,193176,true,4082182012,28,4114968802,32786790
1640472068,193175,true,4082590231,28,4114968802,32378571
1640473291,193174,true,4082998490,28,4102643009,19644519
1640475137,193173,true,4083406790,28,4096903615,13496825
1640475266,193172,true,4083815130,28,4096903615,13088485
1640477038,193170,true,4084631934,28,4096903615,12271681
1640478515,193169,true,4085040397,28,4096903615,11863218
1640479336,193168,true,4085448901,28,4096903615,11454714
1640479398,193167,true,4085857446,28,4096903615,11046169
1640479415,193165,true,4086674659,28,4096903615,10228956
1640479457,193164,true,4087083326,28,4096903615,9820289
1640480595,193164,true,4087083326,28,4091581366,4498040
1640483061,193163,true,4087492034,28,4088718405,1226371
1640483155,193161,true,4088309574,28,4089127276,817702
1640483599,193160,true,4088718405,28,4089127276,408871
1640483946,193160,true,4088718405,28,4089536189,817784
1640486011,193159,true,4089127276,28,4090354137,1226861
1640486080,193158,true,4089536189,28,4090354137,817948
1640486083,193157,true,4089945143,28,4090354137,408994
1640486152,193158,true,4089536189,28,4089945143,408954
1640486157,193157,true,4089945143,28,4089945143,0
1640486174,193157,true,4089945143,28,4089536189,-408954
1640486256,193157,true,4089945143,28,4089127276,-817867
1640486314,193157,true,4089945143,28,4088309574,-1635569
1640487118,193157,true,4089945143,28,4078917736,-11027407
1640487547,193157,true,4089945143,28,4073618853,-16326290
1640487634,193157,true,4089945143,28,4072804251,-17140892
1640487979,193158,true,4089536189,28,4069547474,-19988715
1640488238,193158,true,4089536189,28,4069140560,-20395629
1640488798,193158,true,4089536189,28,4068326853,-21209336
1640489812,193158,true,4089536189,28,4067106599,-22429590
1640489855,193159,true,4089127276,28,4066699930,-22427346
1640489936,193160,true,4088718405,28,4066293300,-22425105
1640489941,193160,true,4088718405,28,4066293300,-22425105
1640490012,193160,true,4088718405,28,4065886712,-22831693
1640490028,193162,true,4087900784,28,4065886712,-22014072
1640490048,193163,true,4087492034,28,4065480163,-22011871
1640490362,193164,true,4087083326,28,4061823060,-25260266
1640490387,193164,true,4087083326,28,4061416918,-25666408
1640490909,193166,true,4086266032,28,4051681692,-34584340
1640490945,193167,true,4085857446,28,4050871477,-34985969
1640491140,193168,true,4085448901,28,4047227515,-38221386
1640491218,193169,true,4085040397,28,4045609028,-39431369
1640491254,193170,true,4084631934,28,4044800028,-39831906
1640491268,193171,true,4084223512,28,4044800028,-39423484
1640491310,193173,true,4083406790,28,4043586830,-39819960
1640491500,193173,true,4083406790,28,4039545467,-43861323
1640491656,193175,true,4082590231,28,4035911693,-46678538
1640492822,193176,true,4082182012,28,4025835019,-56346993
1640494129,193178,true,4081365699,28,4024225087,-57140612
1640497455,193179,true,4080957603,28,4024225087,-56732516
1640498052,193180,true,4080549548,28,4024225087,-56324461
1640498870,193181,true,4080141534,28,4023420363,-56721171
1640499419,193182,true,4079733560,28,4024225087,-55508473
1640501327,193182,true,4079733560,28,4026640226,-53093334
1640501890,193183,true,4079325628,28,4026640226,-52685402
1640504008,193183,true,4079325628,28,4026640226,-52685402
1640504359,193184,true,4078917736,28,4026640226,-52277510
1640505546,193185,true,4078509885,28,4026640226,-51869659
1640506755,193186,true,4078102075,28,4027848339,-50253736
1640506941,193186,true,4078102075,28,4028251124,-49850951
1640506963,193187,true,4077694305,28,4028251124,-49443181
1640507016,193188,true,4077286577,28,4028251124,-49035453
1640507035,193188,true,4077286577,28,4028653949,-48632628
1640507095,193188,true,4077286577,28,4028653949,-48632628
1640507360,193190,true,4076471242,28,4030265652,-46205590
1640508656,193190,true,4076471242,28,4036718916,-39752326
1640509507,193191,true,4076063635,28,4037122587,-38941048
1640512114,193191,true,4076063635,28,4037122587,-38941048
1640516313,193193,true,4075248545,28,4041161527,-34087018
1640516402,193194,true,4074841061,28,4041161527,-33679534
1640516921,193195,true,4074433617,28,4041161527,-33272090
1640516953,193195,true,4074433617,28,4041565643,-32867974
1640517498,193196,true,4074026215,28,4042373997,-31652218
1640518022,193197,true,4073618853,28,4043586830,-30032023
1640518269,193198,true,4073211532,28,4043991189,-29220343
1640518850,193198,true,4073211532,28,4044800028,-28411504
1640518899,193199,true,4072804251,28,4044800028,-28004223
1640519217,193201,true,4071989813,28,4043991189,-27998624
1640519243,193202,true,4071582654,28,4043991189,-27591465
1640519290,193203,true,4071175537,28,4043991189,-27184348
1640519541,193205,true,4070361424,28,4041565643,-28795781
1640522493,193206,true,4069954428,28,4029056814,-40897614
1640522645,193207,true,4069547474,28,4029862666,-39684808
1640522978,193209,true,4068733686,28,4031071745,-37661941
1640523058,193210,true,4068326853,28,4031071745,-37255108
1640523253,193212,true,4067513310,28,4031878000,-35635310
1640523261,193213,true,4067106599,28,4032281188,-34825411
1640523287,193214,true,4066699930,28,4032281188,-34418742
1640523540,193216,true,4065886712,28,4033490993,-32395719
1640523824,193218,true,4065073656,28,4034701162,-30372494
1640527698,193220,true,4064260763,28,4037526300,-26734463
1640529769,193221,true,4063854378,28,4037526300,-26328078
1640529891,193223,true,4063041729,28,4037526300,-25515429
1640530065,193225,true,4062229242,28,4037526300,-24702942
1640530144,193227,true,4061416918,28,4037526300,-23890618
1640530483,193228,true,4061010817,28,4037526300,-23484517
1640530517,193230,true,4060198737,28,4037930052,-22268685
1640531014,193232,true,4059386819,28,4039141553,-20245266
1640531782,193234,true,4058575063,28,4041969800,-16605263
1640531808,193235,true,4058169247,28,4042373997,-15795250
1640532190,193237,true,4057357734,28,4044800028,-12557706
1640534471,193238,true,4056952039,28,4055329664,-1622375
1640534694,193240,true,4056140770,28,4055329664,-811106
1640534845,193241,true,4055735197,28,4055329664,-405533
1640535234,193243,true,4054924172,28,4055329664,405492
1640536324,193244,true,4054518720,28,4055329664,810944
1640536343,193246,true,4053707938,28,4055735197,2027259
1640537258,193246,true,4053707938,28,4059792758,6084820
1640537403,193248,true,4052897318,28,4060604757,7707439
1640538159,193249,true,4052492068,28,4063854378,11362310
1640539651,193250,true,4052086860,28,4063854378,11767518
1640539849,193250,true,4052086860,28,4064260763,12173903
1640540623,193252,true,4051276564,28,4065480163,14203599
1640540680,193252,true,4051276564,28,4065480163,14203599
1640543106,193252,true,4051276564,28,4067513310,16236746
1640546298,193253,true,4050871477,28,4072397012,21525535
1640547628,193254,true,4050466430,28,4072397012,21930582
1640548991,193254,true,4050466430,28,4072397012,21930582
1640550504,193255,true,4050061424,28,4072397012,22335588
1640550867,193255,true,4050061424,28,4072397012,22335588
1640552086,193256,true,4049656458,28,4072397012,22740554
1640552849,193256,true,4049656458,28,4072397012,22740554
1640552937,193256,true,4049656458,28,4072397012,22740554
1640552997,193256,true,4049656458,28,4072397012,22740554
1640553034,193258,true,4048846648,28,4072397012,23550364
1640553046,193258,true,4048846648,28,4072397012,23550364
1640553051,193258,true,4048846648,28,4072397012,23550364
1640553133,193259,true,4048441804,28,4071989813,23548009
1640553189,193260,true,4048037001,28,4071582654,23545653
1640553260,193260,true,4048037001,28,4071175537,23138536
1640553408,193260,true,4048037001,28,4069954428,21917427
1640554114,193261,true,4047632237,28,4064667189,17034952
1640554158,193262,true,4047227515,28,4064667189,17439674
1640554244,193261,true,4047632237,28,4064260763,16628526
1640554432,193262,true,4047227515,28,4063448033,16220518
1640554466,193261,true,4047632237,28,4063448033,15815796
1640554488,193262,true,4047227515,28,4063448033,16220518
1640554519,193262,true,4047227515,28,4063448033,16220518
1640554730,193261,true,4047632237,28,4064260763,16628526
1640554812,193260,true,4048037001,28,4064667189,16630188
1640555032,193261,true,4047632237,28,4067106599,19474362
1640555176,193260,true,4048037001,28,4069140560,21103559
1640555239,193259,true,4048441804,28,4069954428,21512624
1640555301,193259,true,4048441804,28,4070768460,22326656
1640555382,193259,true,4048441804,28,4071989813,23548009
1640555414,193258,true,4048846648,28,4072397012,23550364
1640555487,193257,true,4049251533,28,4073618853,24367320
1640555554,193256,true,4049656458,28,4074841061,25184603
1640557713,193255,true,4050061424,28,4090763173,40701749
1640560046,193254,true,4050466430,28,4090763173,40296743
1640560559,193252,true,4051276564,28,4090763173,39486609
1640560723,193251,true,4051681692,28,4090763173,39081481
1640560910,193250,true,4052086860,28,4090763173,38676313
1640561172,193249,true,4052492068,28,4089536189,37044121
1640561317,193248,true,4052897318,28,4088718405,35821087
1640561704,193247,true,4053302607,28,4085857446,32554839
1640562544,193246,true,4053707938,28,4079325628,25617690
1640565749,193245,true,4054113308,28,4076471242,22357934
1640566053,193243,true,4054924172,28,4076471242,21547070
1640566442,193242,true,4055329664,28,4076063635,20733971
1640566581,193242,true,4055329664,28,4075656070,20326406
1640566906,193240,true,4056140770,28,4075248545,19107775
1640567049,193239,true,4056546385,28,4074841061,18294676
1640567461,193238,true,4056952039,28,4072804251,15852212
1640567569,193237,true,4057357734,28,4072397012,15039278
1640567654,193236,true,4057763470,28,4071989813,14226343
1640567805,193235,true,4058169247,28,4071175537,13006290
1640571242,193235,true,4058169247,28,4064260763,6091516
1640571330,193234,true,4058575063,28,4064260763,5685700
1640572630,193233,true,4058980921,28,4064260763,5279842
1640572795,193232,true,4059386819,28,4064667189,5280370
1640573348,193231,true,4059792758,28,4065886712,6093954
1640573718,193231,true,4059792758,28,4066699930,6907172
1640573797,193230,true,4060198737,28,4066699930,6501193
1640573966,193228,true,4061010817,28,4067513310,6502493
1640574196,193228,true,4061010817,28,4067920061,6909244
1640575472,193228,true,4061010817,28,4069954428,8943611
1640575530,193227,true,4061416918,28,4070361424,8944506
1640576222,193225,true,4062229242,28,4071989813,9760571
1640576564,193225,true,4062229242,28,4072804251,10575009
1640578289,193225,true,4062229242,28,4074433617,12204375
1640579359,193224,true,4062635465,28,4074433617,11798152
1640583878,193222,true,4063448033,28,4074433617,10985584
1640584177,193222,true,4063448033,28,4074433617,10985584
1640584433,193222,true,4063448033,28,4074433617,10985584
1640585584,193221,true,4063854378,28,4074433617,10579239
1640586239,193220,true,4064260763,28,4073618853,9358090
1640586554,193220,true,4064260763,28,4073211532,8950769
1640586651,193219,true,4064667189,28,4073211532,8544343
1640588269,193218,true,4065073656,28,4070768460,5694804
1640589507,193217,true,4065480163,28,4070361424,4881261
1640590492,193217,true,4065480163,28,4070361424,4881261
1640591191,193216,true,4065886712,28,4069140560,3253848
1640591394,193215,true,4066293300,28,4068733686,2440386
1640591433,193214,true,4066699930,28,4068733686,2033756
1640592149,193214,true,4066699930,28,4066293300,-406630
1640592861,193213,true,4067106599,28,4064667189,-2439410
1640594312,193212,true,4067513310,28,4063854378,-3658932
1640594843,193211,true,4067920061,28,4063854378,-4065683
1640595115,193211,true,4067920061,28,4063448033,-4472028
1640595347,193211,true,4067920061,28,4063041729,-4878332
1640595404,193210,true,4068326853,28,4062635465,-5691388
1640595430,193209,true,4068733686,28,4062635465,-6098221
1640595432,193210,true,4068326853,28,4062635465,-5691388
1640595435,193209,true,4068733686,28,4062635465,-6098221
1640596049,193209,true,4068733686,28,4057357734,-11375952
1640598238,193208,true,4069140560,28,4048441804,-20698756
1640598383,193209,true,4068733686,28,4048441804,-20291882
1640598394,193208,true,4069140560,28,4048441804,-20698756
1640599051,193209,true,4068733686,28,4048441804,-20291882
1640599298,193208,true,4069140560,28,4048441804,-20698756
1640599754,193208,true,4069140560,28,4048441804,-20698756
1640603162,193208,true,4069140560,28,4050466430,-18674130
1640603199,193209,true,4068733686,28,4050871477,-17862209
1640603357,193208,true,4069140560,28,4050871477,-18269083
1640603597,193209,true,4068733686,28,4050871477,-17862209
1640608163,193208,true,4069140560,28,4054518720,-14621840
1640608182,193209,true,4068733686,28,4054924172,-13809514
1640608197,193208,true,4069140560,28,4054924172,-14216388
1640608217,193209,true,4068733686,28,4054924172,-13809514
1640608235,193208,true,4069140560,28,4054924172,-14216388
1640608251,193209,true,4068733686,28,4054924172,-13809514
1640608281,193209,true,4068733686,28,4054924172,-13809514
1640608293,193209,true,4068733686,28,4055329664,-13404022
1640608437,193208,true,4069140560,28,4056140770,-12999790
1640608465,193209,true,4068733686,28,4056546385,-12187301
1640608507,193208,true,4069140560,28,4056952039,-12188521
1640608514,193209,true,4068733686,28,4056952039,-11781647
1640608549,193208,true,4069140560,28,4057357734,-11782826
1640608640,193209,true,4068733686,28,4058575063,-10158623
1640608822,193208,true,4069140560,28,4061010817,-8129743
1640608881,193209,true,4068733686,28,4061823060,-6910626
1640609865,193207,true,4069547474,28,4076063635,6516161
1640611042,193208,true,4069140560,28,4080549548,11408988
1640611540,193207,true,4069547474,28,4080549548,11002074
1640611817,193208,true,4069140560,28,4080549548,11408988
1640613139,193206,true,4069954428,28,4083815130,13860702
1640613895,193207,true,4069547474,28,4084631934,15084460
1640615180,193206,true,4069954428,28,4087083326,17128898
1640617237,193206,true,4069954428,28,4088309574,18355146
1640617302,193204,true,4070768460,28,4088718405,17949945
1640617328,193204,true,4070768460,28,4088718405,17949945
1640617559,193203,true,4071175537,28,4089945143,18769606
1640617576,193203,true,4071175537,28,4089945143,18769606
1640618094,193200,true,4072397012,28,4093627566,21230554
1640620129,193201,true,4071989813,28,4101412463,29422650
1640620208,193200,true,4072397012,28,4101412463,29015451
1640621528,193199,true,4072804251,28,4101002362,28198111
1640621848,193197,true,4073618853,28,4101002362,27383509
1640622276,193198,true,4073211532,28,4100182285,26970753
1640622484,193198,true,4073211532,28,4099772308,26560776
1640624769,193198,true,4073211532,28,4094855777,21644245
1640625871,193196,true,4074026215,28,4098952476,24926261
1640625975,193197,true,4073618853,28,4099772308,26153455
1640626646,193196,true,4074026215,28,4103873925,29847710
1640626897,193196,true,4074026215,28,4105105211,31078996
1640627048,193194,true,4074841061,28,4105515721,30674660
1640627214,193195,true,4074433617,28,4106336865,31903248
1640627921,193194,true,4074841061,28,4109623085,34782024
1640628035,193194,true,4074841061,28,4109623085,34782024
1640629462,193192,true,4075656070,28,4112500684,36844614
1640630028,193193,true,4075248545,28,4112500684,37252139
1640632194,193192,true,4075656070,28,4108390444,32734374
1640632762,193192,true,4075656070,28,4108390444,32734374
1640633302,193190,true,4076471242,28,4106747499,30276257
1640633475,193191,true,4076063635,28,4105515721,29452086
1640633564,193191,true,4076063635,28,4105105211,29041576
1640633586,193191,true,4076063635,28,4105105211,29041576
1640633836,193189,true,4076878889,28,4102643009,25764120
1640633961,193190,true,4076471242,28,4101822604,25351362
1640634424,193189,true,4076878889,28,4097313305,20434416
1640634507,193189,true,4076878889,28,4096903615,20024726
1640637522,193188,true,4077286577,28,4091990524,14703947
1640637737,193188,true,4077286577,28,4091990524,14703947
1640639490,193188,true,4077286577,28,4088309574,11022997
1640641696,193188,true,4077286577,28,4087900784,10614207
1640642034,193186,true,4078102075,28,4087492034,9389959
1640642040,193187,true,4077694305,28,4087492034,9797729
1640642134,193186,true,4078102075,28,4087083326,8981251
1640642227,193186,true,4078102075,28,4086266032,8163957
1640642379,193185,true,4078509885,28,4085448901,6939016
1640642399,193186,true,4078102075,28,4085040397,6938322
1640642485,193185,true,4078509885,28,4084223512,5713627
1640642520,193185,true,4078509885,28,4084223512,5713627
1640642532,193185,true,4078509885,28,4083815130,5305245
1640644261,193185,true,4078509885,28,4071175537,-7334348
1640644871,193185,true,4078509885,28,4070768460,-7741425
1640645057,193185,true,4078509885,28,4070768460,-7741425
1640645131,193184,true,4078917736,28,4070768460,-8149276
1640645159,193185,true,4078509885,28,4070768460,-7741425
1640645182,193185,true,4078509885,28,4070768460,-7741425
1640645237,193186,true,4078102075,28,4070768460,-7333615
1640645264,193185,true,4078509885,28,4070361424,-8148461
1640647158,193186,true,4078102075,28,4060198737,-17903338
1640647216,193187,true,4077694305,28,4060198737,-17495568
1640647296,193187,true,4077694305,28,4060198737,-17495568
1640647408,193187,true,4077694305,28,4059792758,-17901547
1640647421,193188,true,4077286577,28,4059792758,-17493819
1640647506,193188,true,4077286577,28,4059386819,-17899758
1640648475,193189,true,4076878889,28,4055329664,-21549225
1640649511,193189,true,4076878889,28,4050061424,-26817465
1640649630,193190,true,4076471242,28,4050061424,-26409818
1640649722,193190,true,4076471242,28,4049656458,-26814784
1640649762,193191,true,4076063635,28,4049251533,-26812102
1640649775,193191,true,4076063635,28,4049251533,-26812102
1640649930,193192,true,4075656070,28,4048037001,-27619069
1640650037,193193,true,4075248545,28,4047227515,-28021030
1640650052,193193,true,4075248545,28,4047227515,-28021030
1640650174,193193,true,4075248545,28,4046013589,-29234956
1640650685,193195,true,4074433617,28,4040353416,-34080201
1640650733,193195,true,4074433617,28,4039949421,-34484196
1640650912,193196,true,4074026215,28,4037526300,-36499915
1640651669,193196,true,4074026215,28,4027848339,-46177876
1640651692,193198,true,4073211532,28,4027848339,-45363193
1640651974,193199,true,4072804251,28,4025029972,-47774279
1640652427,193200,true,4072397012,28,4021409256,-50987756
1640652464,193200,true,4072397012,28,4021409256,-50987756
1640654139,193201,true,4071989813,28,4022213578,-49776235
1640654297,193201,true,4071989813,28,4021811397,-50178416
1640655542,193202,true,4071582654,28,4018193576,-53389078
1640655546,193203,true,4071175537,28,4018193576,-52981961
1640655615,193204,true,4070768460,28,4017390058,-53378402
1640655641,193204,true,4070768460,28,4016988359,-53780101
1640655742,193206,true,4069954428,28,4015783503,-54170925
1640655900,193207,true,4069547474,28,4013374876,-56172598
1640655911,193208,true,4069140560,28,4013374876,-55765684
1640657693,193209,true,4068733686,28,3990564850,-78168836
1640657979,193211,true,4067920061,28,3990165834,-77754227
1640658063,193213,true,4067106599,28,3990165834,-76940765
1640658949,193214,true,4066699930,28,3986975137,-79724793
1640659231,193216,true,4065886712,28,3984982247,-80904465
1640659737,193218,true,4065073656,28,3980601396,-84472260
1640659919,193220,true,4064260763,28,3979009553,-85251210
1640660954,193222,true,4063448033,28,3972648546,-90799487
1640661077,193224,true,4062635465,28,3971854136,-90781329
1640661088,193226,true,4061823060,28,3971854136,-89968924
1640661103,193228,true,4061010817,28,3971456990,-89553827
1640661108,193231,true,4059792758,28,3971456990,-88335768
1640661127,193233,true,4058980921,28,3971456990,-87523931
1640661185,193237,true,4057357734,28,3970662818,-86694916
1640661244,193239,true,4056546385,28,3969868804,-86677581
1640661294,193242,true,4055329664,28,3969074949,-86254715
1640663057,193245,true,4054113308,28,3950069988,-104043320
1640663230,193248,true,4052897318,28,3949675021,-103222297
1640664832,193251,true,4051681692,28,3949675021,-102006671
1640664911,193254,true,4050466430,28,3949675021,-100791409
1640665019,193256,true,4049656458,28,3949280093,-100376365
1640665106,193260,true,4048037001,28,3948490355,-99546646
1640665118,193263,true,4046822832,28,3948490355,-98332477
1640665121,193267,true,4045204508,28,3948490355,-96714153
1640665187,193270,true,4043991189,28,3947306045,-96685144
1640665202,193274,true,4042373997,28,3947306045,-95067952
1640665233,193278,true,4040757452,28,3946516702,-94240750
1640665279,193282,true,4039141553,28,3945727517,-93414036
1640665281,193286,true,4037526300,28,3945727517,-91798783
1640665474,193290,true,4035911693,28,3941783959,-94127734
1640665538,193295,true,4033894342,28,3940601660,-93292682
1640665652,193299,true,4032281188,28,3937844342,-94436846
1640666085,193303,true,4030668679,28,3928012518,-102656161
1640666141,193308,true,4028653949,28,3926441706,-102212243
1640666649,193312,true,4027042890,28,3913506450,-113536440
1640666893,193316,true,4025432475,28,3908422451,-117010024
1640667057,193320,true,4023822705,28,3906859472,-116963233
1640667113,193325,true,4021811397,28,3906859472,-114951925
1640667171,193329,true,4020203074,28,3906468826,-113734248
1640669527,193333,true,4018595395,28,3908813293,-109782102
1640670044,193337,true,4016988359,28,3908813293,-108175066
1640670317,193342,true,4014980467,28,3908813293,-106167174
1640670469,193347,true,4012973579,28,3908813293,-104160286
1640670671,193351,true,4011368791,28,3909204174,-102164617
1640672459,193355,true,4009764644,28,3914289190,-95475454
1640672792,193360,true,4007760363,28,3914680619,-93079744
1640672912,193364,true,4006157660,28,3914680619,-91477041
1640672993,193368,true,4004555597,28,3914680619,-89874978
1640673145,193372,true,4002954175,28,3915072087,-87882088
1640673349,193377,true,4000953299,28,3916246726,-84706573
1640676033,193381,true,3999353317,28,3922909674,-76443643
1640676077,193385,true,3997753976,28,3922909674,-74844302
1640676236,193388,true,3996554889,28,3922909674,-73645215
1640676286,193392,true,3994956667,28,3922909674,-72046993
1640678611,193397,true,3992959788,28,3917030015,-75929773
1640679126,193400,true,3991762139,28,3916246726,-75515413
1640679319,193404,true,3990165834,28,3916246726,-73919108
1640679465,193408,true,3988570166,28,3916638351,-71931815
1640679501,193412,true,3986975137,28,3916638351,-70336786
1640680648,193416,true,3985380746,28,3919772758,-65607988
1640682466,193419,true,3984185370,28,3920948808,-63236562
1640683274,193423,true,3982592095,28,3920948808,-61643287
1640683289,193427,true,3980999456,28,3920948808,-60050648
1640683299,193431,true,3979407454,28,3920948808,-58458646
1640683374,193434,true,3978213871,28,3920948808,-57265063
1640683573,193438,true,3976622983,28,3920556752,-56066231
1640683811,193442,true,3975032731,28,3919772758,-55259973
1640684580,193445,true,3973840460,28,3915855141,-57985319
1640684608,193448,true,3972648546,28,3915463594,-57184952
1640685196,193452,true,3971059884,28,3910768091,-60291793
1640689188,193457,true,3969074949,28,3899443857,-69631092
1640690535,193460,true,3967884465,28,3899443857,-68440608
1640690558,193463,true,3966694338,28,3899833802,-66860536
1640690629,193468,true,3964711585,28,3899833802,-64877783
1640690674,193472,true,3963126097,28,3899833802,-63292295
1640691316,193475,true,3961937397,28,3902954761,-58982636
1640691676,193478,true,3960749054,28,3904906629,-55842425
1640691740,193482,true,3959165150,28,3905297119,-53868031
1640691860,193486,true,3957581880,28,3905687649,-51894231
1640692439,193489,true,3956394843,28,3908813293,-47581550
1640692669,193491,true,3955603682,28,3909204174,-46399508
1640692694,193495,true,3954021836,28,3909204174,-44817662
1640692734,193500,true,3952045418,28,3909204174,-42841244
1640694763,193501,true,3951650253,28,3913506450,-38143803
1640695637,193504,true,3950464995,28,3916638351,-33826644
1640697034,193508,true,3948885204,28,3919380820,-29504384
1640698635,193512,true,3947306045,28,3918597062,-28708983
1640699753,193513,true,3946911354,28,3918205241,-28706113
1640700201,193516,true,3945727517,28,3918205241,-27522276
1640700364,193519,true,3944544036,28,3918205241,-26338795
1640700448,193523,true,3942966612,28,3917813460,-25153152
1640701243,193525,true,3942178137,28,3914289190,-27888947
1640701803,193527,true,3941389820,28,3910377053,-31012767
1640702325,193531,true,3939813658,28,3907640883,-32172775
1640702331,193535,true,3938238127,28,3907640883,-30597244
1640702360,193536,true,3937844342,28,3907640883,-30203459
1640702469,193539,true,3936663225,28,3905687649,-30975576
1640702656,193544,true,3934695484,28,3902564504,-32130980
1640702687,193548,true,3933121999,28,3902174287,-30947712
1640702734,193549,true,3932728726,28,3901393969,-31334757
1640702737,193552,true,3931549143,28,3901393969,-30155174
1640703319,193555,true,3930369915,28,3899443857,-30926058
1640703533,193558,true,3929191039,28,3898664086,-30526953
1640703629,193560,true,3928405319,28,3898664086,-29741233
1640703675,193562,true,3927619756,28,3898664086,-28955670
1640705421,193565,true,3926441706,28,3909595095,-16846611
1640707036,193568,true,3925264009,28,3909986054,-15277955
1640707328,193569,true,3924871521,28,3909986054,-14885467
1640707357,193572,true,3923694295,28,3909986054,-13708241
1640707384,193574,true,3922909674,28,3909986054,-12923620
1640707604,193577,true,3921733037,28,3908813293,-12919744
1640707661,193578,true,3921340903,28,3908422451,-12918452
1640707702,193580,true,3920556752,28,3908031648,-12525104
1640707785,193582,true,3919772758,28,3907250158,-12522600
1640707958,193586,true,3918205241,28,3905297119,-12908122
1640707985,193587,true,3917813460,28,3904906629,-12906831
1640707996,193589,true,3917030015,28,3904906629,-12123386
1640708081,193591,true,3916246726,28,3903345056,-12901670
1640708550,193595,true,3914680619,28,3893988728,-20691891
1640708559,193596,true,3914289190,28,3893988728,-20300462
1640708571,193598,true,3913506450,28,3893599368,-19907082
1640708582,193599,true,3913115138,28,3893210047,-19905091
1640708592,193604,true,3911159167,28,3893210047,-17949120
1640708598,193605,true,3910768091,28,3892820765,-17947326
1640708626,193606,true,3910377053,28,3892042318,-18334735
1640708693,193608,true,3909595095,28,3890096880,-19498215
1640708851,193613,true,3907640883,28,3885431797,-22209086
1640708855,193613,true,3907640883,28,3885431797,-22209086
1640709211,193615,true,3906859472,28,3873018907,-33840565
